urn:cite:episteme:dorv301img,"Images of the Bodleain MS D'Orville 301, from the Clay Mathematics Institute","@pyramids@/DOrv301",dorv301img_Caption,dorv301img_Rights
urn:cite:episteme:muncg212img,"Images of Bayrische Staatsbibliothek, Codex Graecus 212","@pyramids@/MunCG212",muncg121img_Caption,muncg212img_Rights
